label,ID,中成药名,汉语拼音,成份,功能主治,所属类别,有效期,批准文号,孕妇及哺乳期妇女用药,贮藏,委托方企业,不良反应,用法用量,禁忌,包装,儿童用药,药物过量,规格,执行标准,临床试验,药物相互作用,注意事项,生产地址,警示语,生产企业,老年患者用药
medicine,544,消渴降糖片,XiaoKeJiangTangPian,蔗鸡、黄精（制）、甜叶菊、桑椹、山药、天花粉、红参。,清热生津，益气养阴。用于糖尿病。,中成药>>其他,36 个月。,国药准字 Z22022711,,密封。,,,口服，一次 6 片，一日 3 次。,,药用铝塑包装，16 片板 × 2 板盒。,,,每片重 0.41g,,,,,,,吉林省俊宏药业有限公司【企业名称】吉林省俊宏药业有限公司【地址】吉林省辉南县朝阳镇俊宏路9号【省份/国家】吉林省,
medicine,545,消渴降糖片,XiaoKeJiangTangPian,蔗鸡、黄精（制）、甜叶菊、桑椹、山药、天花粉、红参。,清热生津，益气养阴。用于糖尿病。,中成药>>其他,36 个月,国药准字 Z22020155,,密封。,,,口服，一次 6 片，一日 3 次。,,口服固体药用塑料瓶包装，100 片 × 1 瓶盒。,,,每片重 0.41g,,,,,,,吉林紫鑫药业股份有限公司【企业名称】吉林紫鑫药业股份有限公司【地址】吉林省柳河县英利路88号【邮编】135300【省份/国家】吉林省【电话】0435-7210408【传真】0435-7210428【主页】http://www.jilinzixin.com.cn,
medicine,546,消渴降糖片,XiaoKeJiangTangPian,蔗鸡、黄精（制）、甜叶菊、桑椹、山药、关乾粉、红参。,清热生津，益气养阴。用于糖尿病。,中成药>>其他,暂定 18 个月。,国药准字 Z20054556,,密封。,,,口服，一次 6 片，一日 3 次。,,药用 PVC 硬片，药品包装用 PTP 铝箔；12 片 X3 板盒,,,每片重 0.41g,,,,,,,吉林金宝药业股份有限公司【企业名称】吉林金宝药业股份有限公司【地址】梅河口市环城北路6号【省份/国家】吉林省,
medicine,547,消渴降糖片,XiaoKeJiangTangPian,消渴降糖成方(黄精)蔗鸡、黄精（制）、甜叶菊、桑椹、山药、天花粉、红参。,清热生津，益气养阴。用于糖尿病。,中成药>>其他,36 个月,国药准字 Z22021890,,密封。,长春新宇制药有限公司【企业名称】长春新宇制药有限公司【地址】长春市北海路22号【省份/国家】吉林省,,口服，一次 6 片，一日 3 次。,,药用铝塑包装，15 片板 × 3 板盒。,,,每片重 0.41 g。,,,,,,,长春新宇制药有限公司【企业名称】长春新宇制药有限公司【地址】长春市北海路22号【省份/国家】吉林省,
medicine,548,消渴康颗粒,XiaoKeKangKeLi,石膏、知母、生地黄、麦冬、天花粉、玉竹、玄参、牛膝、丹参、泽泻、党参、山茱萸、枇杷叶、南五味子。,清热养阴，生津止渴。用于Ⅱ型糖尿病阴虚热盛型。症见：口渴喜饮，消谷易饥，小便频数，急躁易怒，怕热心烦，大便干结等。,中成药>>其他,24个月,国药准字Z20020045,,密闭，防潮，避光。,,,餐前温开水送服。一次1袋，一日3次。30天为一疗程。,孕妇忌服。,铝箔袋；9克×9袋/盒。,,,每袋重9克。,国家药品标准（新药试行标准转正式标）WS3-115（Z-023-2004（Z））,,,定期复查血糖。,,,陕西爱民药业股份有限公司【企业名称】陕西爱民药业股份有限公司【地址】陕西省西安市东高新开发区火炬路18号【邮编】710043【省份/国家】陕西省【电话】（029）82511888【传真】（029）82531731【电子邮件】offce@sxaimin.cn【主页】http://www.sxaimin.cn,
medicine,549,消渴灵胶囊,XiaoKeLingJiaoNang,地黄、五味子、麦冬、牡丹皮、黄芪、黄连、枸杞子、红参、茯苓、石膏、天花粉。,滋补肾阴，生津止渴，益气降糖。用于成年非胰岛素依赖性轻型、中型糖尿病。,中成药>>其他,30个月,国药准字Z20043762,,密封。,,,口服，一次8粒，一日3次。,孕妇忌服。,铝塑包装，12粒×6板。,,,每粒装0.35g,国家食品药品监督管理局标准YBZ09382004,,,忌食辛辣。,,,吉林敖东力源药业股份有限公司【企业名称】吉林敖东力源药业股份有限公司【地址】敦化市北山路1号【邮编】133700【省份/国家】吉林省【电话】0433-6225140（销售行政部）0433-6249214（质量咨询）【传真】0433-6230844,
medicine,550,消渴灵片[药典],XiaoKeLingPian,地黄、五味子、麦冬、牡丹皮、黄芪、黄连、茯苓、红参、天花粉、石膏、枸杞子。,益气养阴，清热泻火，生津止渴。用于气阴两虚所致的消渴病，症见多饮、多食、多尿、消瘦、气短乏力；2型轻型、中型糖尿病见上述证候者。,中成药>>其他,36个月,国药准字Z22022947,,密封。,北京亚东生物制药有限公司【企业名称】北京亚东生物制药有限公司【地址】北京市昌平区科技园区富康路16号【邮编】102200【省份/国家】北京【电话】010-82883298   400-6100-238投诉电话：010-51655858【传真】010-82884004【主页】www.bjyadong.com,,口服。一次8片，一日3次。,,铝塑包装，12片/板。,,,每片重0.36g。,《中国药典》2005年版一部,,,孕妇忌服，忌食辛辣。,,,,
medicine,551,消渴灵片[药典],XiaoKeLingPian,地黄、五味子、麦冬、牡丹皮、黄芪、黄连、茯苓、红参、天花粉、石膏、枸杞子。,益气养阴，清热泻火，生津止渴。用于气阴两虚所致的消渴病，症见多饮、多食、多尿、消瘦、气短乏力;2型轻型、中型糖尿病见上述证候者。,中成药>>其他,暂定18个月,国药准字Z20054094,,密封。,石家庄以岭药业股份有限公司【企业名称】石家庄以岭药业股份有限公司【地址】河北省石家庄高新技术开发区天山大街238号【邮编】050035【省份/国家】河北省【电话】800-8038581 （0311）85901719【传真】（0311）85901719【主页】www.yiling.cn,,口服。一次8片，一日3次。,孕妇忌服。,塑料瓶装。每瓶48片。,,,每片重0.36g,国家食品药品监督管理局标准YBZ09882005,,,忌食辛辣。,,,,
medicine,552,消渴灵片[药典],XiaoKeLingPian,地黄、五味子、麦冬、牡丹皮、黄芪、黄连、茯苓、红参、天花粉、石膏、枸杞子。,益气养阴，清热泻火，生津止渴。用于气阴两虚所致的消渴病，症见多饮、多食、多尿、消瘦、气短乏力；2型轻型、中型糖尿病见上述证候者。,中成药>>其他,暂定24个月,国药准字Z20043378,,密封。,北京宝树堂科技药业有限公司【企业名称】北京宝树堂科技药业有限公司【地址】北京市昌平区沙河镇小寨【邮编】102206【省份/国家】北京【电话】400-8988816【传真】010-80761925【主页】http://www.baoshutang.com.,,口服。一次8片，一日3次。,孕妇忌服，忌食辛辣。,塑料瓶，每瓶150片。,,,每片重0.45g。,《中国药典》2010年版一部,,,孕妇忌服，忌食辛辣。,,,北京宝树堂科技药业有限公司【企业名称】北京宝树堂科技药业有限公司【地址】北京市昌平区沙河镇小寨【邮编】102206【省份/国家】北京【电话】400-8988816【传真】010-80761925【主页】http://www.baoshutang.com.,
medicine,553,消渴灵片[药典],XiaoKeLingPian,消渴灵成方地黄、五味子、麦冬、牡丹皮、黄芪、黄连、茯苓、红参、天花粉、石膏、枸杞子。,滋补肾阴，生津止渴，益气降糖。用于成年非胰岛素依赖性轻型、中型糖尿病。,中成药>>其他,暂定 18 个月,国药准字 Z22021002,,密封。,海外制药(镇赉)有限公司【企业名称】海外制药(镇赉)有限公司,,口服。一次 8 片，一日 3 次。,孕妇忌服，忌食辛辣。,口服固体药用高密度聚乙烯瓶，60 片 × 1 瓶盒。,,,每片重 0.3g,,,,,,,海外制药(镇赉)有限公司【企业名称】海外制药(镇赉)有限公司,
medicine,554,消渴灵片[药典],XiaoKeLingPian,地黄、五味子、麦冬、牡丹皮、黄芪、黄连、、茯苓、红参、天花粉、石膏、枸杞子。,益气养阴，清热泻火，生津止渴。用于气阴两虚所致的消渴病，症见多饮、多食、多尿、消瘦、气短乏力；2 兴轻型、中型糖尿病见上述证候者。,中成药>>其他,36 个月,国药准字 Z22023753,,密封。,,,口服，一次 8 片，一日 3 次。,,口服固体药用高密度聚乙烯瓶包装；150 片瓶/盒。,,,每片重 0.36g,,,,"孕妇忌服, 忌食辛辣。",,,葵花药业集团(吉林)临江有限公司【企业名称】葵花药业集团(吉林)临江有限公司,
medicine,555,消渴灵片[药典],XiaoKeLingPian,地黄、五味子、麦冬、牡丹皮、枸杞子、红参、黄芪、茯苓、黄连、石膏、天花粉。,益气养阴，清热泻火，生津止渴。用于气阴两虚所致的消渴病，症见多饮、多食、多尿、消瘦、气短乏力；2 型、轻型、中型糖尿病见上述证候者。,中成药>>其他,36 个月,国药准字 Z20054969,,密封。,,,口服。一次 8 片，一日 3 次。,孕妇忌服。,铝塑包装。12 片板 × 4 板盒。,,,每片重 0.3g,,,,忌食辛辣。,,,通化金马药业集团股份有限公司【企业名称】通化金马药业集团股份有限公司【地址】吉林省通化市江南路100-1号【邮编】134001【省份/国家】吉林省【电话】0435-3246712【传真】0435-3246210【主页】www.jinmayy.com,
medicine,556,消渴灵片[药典],XiaoKeLingPian,消渴灵成方地黄、五味子、麦冬、牡丹皮、枸杞子、红参、黄芪、茯苓、黄连、石膏、天花粉。,滋补肾阴，生津止渴，益气降糖。用于成年非胰岛素依赖性轻型、中型糖尿病。,中成药>>其他,暂定 18 个月,国药准字 Z20053624,,密封。,,,口服，一次 8 片，一日 3 次。,,药品包装用铝箔和聚氯乙烯固体药用硬片，每板 12 片。,,,每片重 0.36 g。,,,,"孕妇忌服, 忌食辛辣。",,,遂成药业股份有限公司【企业名称】遂成药业股份有限公司,
medicine,557,消渴灵片[药典],XiaoKeLingPian,消渴灵成方地黄、五味子、麦冬、牡丹皮、黄芪、黄连、茯苓、红参、天花粉、石膏、枸杞子。,滋补肾阴，生津止渴，益气降糖。主要用于成年非胰岛素依赖性轻型、中型糖尿病。,中成药>>其他,暂定 18 个月。,国药准字 Z20053933,,密封。,,,口服，一次 8 片，一日 3 次。,孕妇忌服。,(铝塑板包装)12 片 × 8 板／盒。,,,每片重 0.36 g。,,,,1.忌食辛辣。2.定期复查血糖。,,,钓鱼台医药集团吉林天强制药股份有限公司【企业名称】钓鱼台医药集团吉林天强制药股份有限公司【地址】吉林省柳河县人民大街309号,
medicine,558,消渴灵丸,XiaoKeLingWan,地黄、五味子、麦冬、牡丹皮、黄芪、黄连、茯苓、红参、天花粉、石膏、枸杞子。,益气养阴，清热泻火，生津止渴。用于气阴两虚所致的消渴病，症见多饮、多食、多尿、消瘦、气短乏力；2型轻型、中型糖尿病见上述证候者。,中成药>>其他,24个月,国药准字Z20080357,,遮光，密封保存。,,,口服。一次16丸，一日3次。,孕妇忌服。忌食辛辣。,288s/瓶。,,,每100丸重18g,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,,,请仔细阅读药品说明书并按说明书使用或在医师指导下购买和使用,药都制药集团股份有限公司【企业名称】药都制药集团股份有限公司【地址】河北省安国市东方药城【邮编】071200【省份/国家】河北省【电话】0312-3526666 6186666【传真】0312-6186766【主页】www.yaodu.cn,
medicine,559,消渴平片,XiaoKePingPian,人参、黄连、天花粉、天冬、黄芪、丹参、枸杞子、沙苑子、葛根、知母、五倍子、五味子。,益气养阴，清热泻火。用于阴虚燥热，气阴两虚所致的消渴病，症见口渴喜饮、多食、多尿、消瘦、气短、乏力、手足心热；2 型糖尿病见上述症候者。,中成药>>其他,36 个月,国药准字 Z20053145,,密封。,,,口服。一次 6～8 片，一日 3 次，或遵医嘱。,,药用铝塑包装。12 片板 × 3 板盒。,,,每片重 0.55 g。,,,,,,,长春英平药业有限公司【企业名称】长春英平药业有限公司【地址】长春经济技术开发区仙台大街2888号【邮编】130033【省份/国家】吉林省【电话】（0431）84656800 84656900【传真】（0431）84661100【主页】www.hnfsry.com,
medicine,560,消渴平片,XiaoKePingPian,黄芪、天花粉、丹参、葛根、沙苑子、枸杞子、知母、人参、黄连、天冬、五味子、五倍子。,益气养阴，清热泻火，益肾缩尿。用于糖尿病。,中成药>>其他,暂定1.5年,,,密闭，防潮。,,,口服，一次6～8片，一日3次， 或遵医嘱。,,药用铝塑泡罩包装。每盒装48片。,,,每片重0.3g,,,,,,,陕西怡悦制药有限公司【企业名称】陕西怡悦制药有限公司【地址】西安市高新区科技六路西端18号【邮编】710065【电话】029－87623516【传真】029－87619510,
medicine,561,消渴清颗粒,XiaoKeQingKeLi,知母、苍术、黄连、蒲黄、地锦草。,滋阴清热，活血化瘀。配合抗糖尿病化学药品用于Ⅱ型糖尿病属阴虚热盛挟血瘀证的治疗；可改善该证所见口渴欲饮、多食易饥、怕热心烦、溲赤或尿多、大便干结、或胸中闷痛、或肢体麻木、刺痛，以及盗汗等症。,中成药>>内科用药>>扶正剂>>益气养阴,36个月。,国药准字Z20080034,,密封，置阴凉（不超过20℃）干燥处。,,个别患者发生恶心，呕吐；个别患者在用药期间出现ALT增高。,温开水冲服。一次1袋，一日3次。疗程8周。,孕妇禁用；有出血倾向者慎用；肝、肾功能不全者慎用。,聚酯/铝/聚乙烯药品包装用复合膜，9袋/盒。,,,每袋装6g,国家食品药品监督管理局标准YBZ00432008,本品经国家食品药品监督管理局（批件号：2001ZL032）批准于2002年8月~2004年12月进行多中心、随机、双盲、阳性药物平行对照试验。Ⅱ期：试验组118例，对照组118例；试验组脱落6例、剔除2例，对照组脱落14例、剔除4例。Ⅲ期：试验组378例，对照组190例；试验组脱落19例。对照组脱落10例。诊断标准：西医糖尿病诊断标准（采用1999年WHO专家咨询报告）：空腹静脉血糖（FPG）≥7.0mmol/L（126mg/dl）；或餐后2小时血糖（2HPG）≥11.1mmol/L（200mg/dl）。中医辨证为阴虚热盛挟血瘀证。同时病程在3个月以上。已进行饮食控制、运动疗法，或饮食控制+运动疗法+降糖西药治疗后2周。观察项目：主要观察血糖（空腹、餐后2h）、中医证候等。疗效标准：（1）空腹血糖显效：治疗后空腹血糖<7.0mmol/L，或治疗前下降30%以上。有效：治疗后空腹血糖<8.3mmol/L，或治疗前下降10%以上。无效：治疗后空腹血糖未达到上述标准。（2）餐后2h血糖显效：治疗后餐后2h血糖<8.3mmol/L，或治疗前下降30%以上。有效：治疗后餐后2h血糖<10.0mmol/L，或治疗前下降10%以上。无效：治疗后餐后2h血糖未达到上述标准。（3）证候疗效判定标准（尼莫地平法）：显效：中医证候积分减少≥70%。有效：中医证候积分减少≥30%，<70%。无效：中医证候积分减少不足30%。给药方案：消渴清颗粒，温开水冲服，一次1袋，一日3次；糖脉康颗粒，温开水冲服，一次1袋，一日3次。8周为一个疗程。试验结果：Ⅱ期试验：空腹血糖疗效（ITT）：试验组118例中，显效46例（38.98%）、有效40例（33.90%）、无效32例（27.12%）；对照组118例中，显效36例（30.51%）、有效40例（33.90%）、无效42例（35.59%），两组疗效相近。中西合药组：试验组79例中，显效30例（37.97%）、有效26例（32.91%）、无效23例（29.12%）；对照组79例中，显效22例（27.85%）、有效26例（32.91%）、无效31例（39.24%），两组疗效相近。纯中药组：试验组39例中，显效16例（41.02%）、有效14例（35.90%）、无效9例（23.08%）；对照组39例中，显效14例（35.90%）、有效14例（35.90%）、无效11例（28.24%），两组疗效相近。餐后2h血糖疗效（ITT）：试验组118例中，显效48例（40.68%）、有效44例（37.29%）、无效26例（22.03%）；对照组118例中，显效39例（33.05%）、有效30例（25.42%）、无效49例（41.53%），优于对照。中西合药组：试验组79例中，显效30例（37.97%）、有效28例（35.45%）、无效21例（26.58%）；对照组79例中，显效25例（31.65%）、有效18例（22.78%）、无效36例（45.57%），优于对照。纯中药组：试验组39例中，显效18例（46.15%）、有效16例（41.03%）、无效5例（12.82%）；对照组39例中，显效14例（35.90%）、有效14例（35.90%）、无效11例（28.24%），两组疗效相近。中医证候疗效（ITT）：试验组118例中，显效40例（33.90%）、有效68例（57.63%）、无效10例（8.47%）；对照组118例中，显效42例（35.59%）、有效61例（51.69%）、无效15例（12.72%），两组疗效相近。Ⅲ期试验：空腹血糖疗效（ITT）：试验组378例中，显效108例（28.57%）、有效110例（29.10%）、无效160例（42.33%）；对照组190例中，显效46例（24.21%）、有效52例（27.37%）、无效92例（48.42%），两组疗效相近。中西合药组：试验组239例中，显效70例（29.29%）、有效59例（24.69%）、无效110例（46.03%）；对照组120例中，显效28例（23.33%）、有效29例（24.17%）、无效63例（52.50%），两组疗效相近。纯中药组：试验组139例中，显效38例（27.34%）、有效51例（36.69%）、无效50例（35.97%）；对照组70例中，显效18例（25.71%）、有效23例（32.86%）、无效29例（41.43%），两组疗效相近。餐后2h血糖疗效（ITT）：试验组376例中，显效106例（28.19%）、有效135例（35.90%）、无效135例（35.90%）；对照组190例中，显效45例（23.68%）、有效57例（30.00%）、无效88例（46.32%），两组疗效相近。中西合药组：试验组238例中，显效68例（28.57%）、有效78例（32.77%）、无效92例（38.66%）；对照组120例中，显效26例（21.67%）、有效39例（32.50%）、无效55例（45.83%），优于对照。纯中药组：试验组138例中，显效38例（27.54%）、有效57例（41.30%）、无效43例（31.16%）；对照组70例中，显效19例（27.14%）、有效18例（25.71%）、无效33例（47.14%），两组疗效相近。中医证候疗效（ITT）：试验组378例中，显效129例（34.13%）、有效209例（55.29%）、无效40例（10.58%）；对照组190例中，显效59例（31.05%）、有效105例（55.26%）、无效26例（13.68%），两组疗效相近。中西合药组是指在本次试验中，联合使用的化学药品涉及磺脲类、双肌类、α-糖苷酶抑制剂、餐时血糖调节剂、噻唑烷二酮、胰岛素制剂。在这些化学药品应用过程中，血糖得不到有效控制而同时加服试验药物。Ⅱ期：两组患者服药期间均发生不良反应，其中，治疗组（中西联合用药）的不良反应为：1例恶心、呕吐，停药后缓解；1例腹泻，停药后缓解；前者可能与药物有关、后者则无法确定。Ⅲ期：试验组数据治疗后仍异常者，ALT升高1例、血脂紊乱加重1例、BUN增高1例、泌尿系感染1例、肌肝升高1例，无法判定与药物有关。ALT升高1例可能与药物有关。,,服药期间定期检测血糖、肝肾功能。,,,天士力医药集团股份有限公司【企业名称】天士力医药集团股份有限公司,
medicine,562,消渴通脉口服液,XiaoKeTongMaiKouFuYe,黄芪、地黄、白芍、麦冬、葛根、丹参、水蛭、黄芩、黄连、玄参、川芎、川牛膝。,益气养阴清热，活血化瘀通络。主治消渴病，气阴两虚，兼血瘀症。症见倦怠、乏力、口干、肢体麻木、疼痛，甚则青紫溃破等。适用于Ⅱ型糖尿病周围神经病变。,中成药>>其他,24个月,国药准字Z20040090,,密闭，遮光。,,临床试验中，个别病例出现胃脘疼痛、大便次数增多、大便清稀等症状。,口服。一次20ml，一日3次。,孕妇慎用。,,,,,国家食品药品监督管理局国家药品标准YBZ07572004-2009Z,,,,,,河南省新四方制药有限公司【企业名称】河南省新四方制药有限公司,
medicine,563,消渴丸,XiaoKeWan,葛根、地黄、黄芪、天花粉、玉米须、南五味子、山药、格列本脲。,滋肾养阴，益气生津。用于气阴两虚所致的消渴病，症见多饮、多尿、多食、消瘦、体倦乏力、眠差、腰痛；2 型糖尿病见上述证候者。,中成药>>内科用药>>扶正剂>>益气养阴,36 个月。,国药准字 Z44020045,,密封。,,文献报道主要为：（1）低血糖反应，其诱因为进餐延迟、剧烈体力活动，或药物剂量过大，以及合用一些可增加低血糖发生的药物(见[注意事项])。发生低血糖反应后，进食、饮糖水通常均可缓解。在肝肾功能不全，年老、体弱者，若剂量偏大(对成年患者的一般剂量对年老、体弱者即可能过量)，则可引起严重低血糖。（2）偶见药疹。（3）偶见轻度恶心、呕吐等消化道反应。（4）罕见脱发。,口服，一次 5～10 丸，一日 2～3 次。饭前用温开水送服。或遵医嘱。,1、孕妇、哺乳期妇女不宜服用。2、Ⅰ型糖尿病患者，2型糖尿病患者伴有酮症酸中毒、昏迷、严重烧伤、感染、严重外伤和重大手术者禁用。3、肝、肾功能不全者，对磺胺类药物过敏者，白细胞减少者禁用。,塑瓶包装，每瓶装 52.5 克(210 丸)，每盒 1 瓶。,,,每 10 丸重 2.5 g(含格列本脲 2.5 mg)。,《中国药典》2020年版一部,,,"本品含格列本脲,严格按处方药使用,并注意监测血糖。本品是中西药复方制剂,鉴于尚无充分的临床研究数据证实本复方制剂可以减低或消除其中格列本脲的不良反应，故罗列以下相关内容，以提示医生、患者在使用本品时予以关注。1、本品服用量应根据病情从每次5丸起逐渐递增。每次服用量不超过10丸，每日不超过30丸；至疗效满意时，可逐渐减少每次服用量或减少服用次数至每日2次的维持剂量。每日服用2次时，应在早餐及午餐前各服用1次，晚餐前尽量不服用。请在医生指导下，进行服量控制。2、年龄超过65岁的糖尿病患者对低血糖耐受差，对此类糖尿病患者用药时应密切注意避免低血糖反应。其血糖控制标准略宽于一般人，空腹血糖＜7.8mmol/L(140mg/dl)，餐后2小时血糖＜11.1mmol/L(200mg/dl)即可。3、本品不宜与其他磺脲类药物合用。4、本品与下列药物合用，可增加低血糖的发生：（1）抑制磺脲类药物由尿中排泄，如治疗痛风的丙磺舒、别嘌醇；（2）延迟磺脲类药物的代谢，如酒精，H2受体阻滞剂(西米替丁、雷尼替丁)、氯霉素，抗真菌药咪康唑，抗凝药。磺脲类与酒精同服可引起腹痛、恶心、呕吐、头痛以及面部潮红(尤以使用氯磺丙脲时)，与香豆素类抗凝剂合用时，开始二者血浆浓度皆升高，以后二者血浆浓度皆减少，故应按情况调整两药的用量；（3）促使与血浆白蛋白结合的磺脲类药物分离出来，如水杨酸盐、贝特类降血脂药；（4）药物本身具致低血糖作用：酒精、水杨酸类、胍乙啶、单胺氧化酶抑制剂、奎尼丁；（5）合用其他降血糖药物：胰岛素、二甲双胍、阿卡波糖、胰岛素增敏剂；（6）β肾上腺受体阻滞剂可干扰低血糖时机体的升血糖反应，阻碍肝糖酵解，同时又可掩盖低血糖的警觉症状。5、本品与下列药物合用，可增加高血糖的发生：（1）糖皮质激素、雌激素、噻嗪类利尿剂、苯妥英钠、利福平；（2）β肾上腺素受体阻滞剂可拮抗磺脲类药物的促胰岛素分泌作用，故也可致高血糖。6、用药期间应定期监测血糖、尿糖、尿酮体、尿蛋白和肝肾功能、血象、并进行眼科检查。7、体质虚弱、高热、恶心和呕吐、肾上腺皮质功能减退或垂体前叶功能减退者慎用。8、出现低血糖症状时，可采用以下措施：（1）补充葡萄糖：轻者马上口服葡萄糖，如无葡萄糖，可予口服甜果汁、糖水；重者静脉注射葡萄糖。要观察到患者意识恢复。（2）胰升糖素治疗：胰升糖素皮下、肌肉或静脉注射，因为其作用时间较短，且会再次出现低血糖，所以在注射后仍要补充葡萄糖或进食，需继续观察，以保证患者完全脱离危险期。",广州市丛桂路丛桂新街50号【邮编】510140,,广州白云山中一药业有限公司【企业名称】广州白云山中一药业有限公司,
medicine,564,消糖灵胶囊,XiaoTangLingJiaoNang,"人参,黄连,天花粉,杜仲，黄芪,丹参，枸杞子，沙苑子,白芍,知母，五味子,格列本脲。","益气养阴,清热泻火,益肾缩尿。用于糖尿病。",中成药>>其他,24 个月,国药准字 Z43020188,,密封。,,"本品服用不当或服用本品后运动过量,可出现低血糖症"">低血糖症。少部分患者可出现胃肠道不良反应。","口服,一次3粒。一日2次,或遵医嘱。建议饭前半小时至一小时日服,第一次确诊的患者。起始剂量可选择每次1粒,一日2次;长期服药维持治疗的患者首次换服本品时。起始剂量可选择一次2粒,一日2次;以后视病情需要再增加至一次3粒。一日2次。","肝,肾功能不全,白细胞减少,对磺胺类药物过敏者孕妇,哺乳期妇女及尿病并发酸中毒和急性感梁者禁用。",药品包装用 TP 铝箔.药用 P∨C 硬片;12 粒板 × 2 板袋 × 2 袋盒,,,每粒装 0.4g,,,,"本品宣小剂量开始服用,逐渐增加用量,防止出现低血糖。避免与双氢氯噻嗪,糖皮质激素。磺胺类药物、抗凝血药,保泰松,氯霉素等药物同时使用。服药期间,禁止饮用含酒精类饮料。",,,湖南正清制药集团股份有限公司【企业名称】湖南正清制药集团股份有限公司【地址】湖南省怀化市正清路288号【邮编】418000【省份/国家】湖南省【电话】（0745）2350878【传真】（0745）2352068【主页】www.zq99.com,
medicine,565,消糖灵胶囊,XiaoTangLingJiaoNang,人参、黄连、天花粉、杜仲、黄芪、丹参、枸杞子、沙苑子、白芍、知母、五味子、优降糖。,益气养阴，清热泻火，益肾缩尿。用于糖尿病。,中成药>>其他,24 个月。,国药准字 Z37020977,,密封。,,,口服，一次 3 粒，一日 2 次，饭前温开水送服或遵医嘱。,,PVC 及镀铝锡箔；0.4 克 × 12 粒 × 2 板盒。,,,每粒装 0.4 克。,,,,"本品含格列本脲, 是降血糖药。",,,烟台中亚医药保健酒有限公司【企业名称】烟台中亚医药保健酒有限公司,
medicine,566,消糖灵胶囊,XiaoTangLingJiaoNang,人参、黄连、黄芪、天花粉、白芍、丹参、沙苑子、枸杞子、知母、杜仲、五味子、格列本脲。,益气养阴、清热泻火、益肾缩尿。用于糖尿病。,中成药>>其他,24  月,国药准字Z21021325,,密封，防潮。,,,口服，一次3粒，一日2次遵医嘱。,,,,,,,,,,,,辽宁绿丹药业有限公司【企业名称】辽宁绿丹药业有限公司【地址】丹东市振兴区浪头镇顺天545号【邮编】118000【省份/国家】辽宁省【电话】0415-3128228【传真】0415-3129220,
medicine,567,消糖灵颗粒,XiaoTangLingKeLi,人参、黄连、天花粉、杜仲、枸杞子、丹参等十二味。,益气养阴，清热泻火，益肾缩尿，用于糖尿病。,中成药>>其他,24个月,国药准字Z20110046,,遮光，密封保存。,四川源基制药有限公司【企业名称】四川源基制药有限公司【地址】广汉市北外乡新沟村【省份/国家】四川省,本品服用不当或服用本品后运动过量，可出现低血糖症。,口服。,,2g*10袋/盒,儿童应在医师指导下服用。,未进行该项实验且无可靠参考文献。,2g*10袋,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,1.胰岛素依赖型糖尿病人禁用；非胰岛素依赖型病人伴有酮症酸中毒、昏迷、严重烧伤感染、外伤和重大手术等应激情况，严重肝肾功能不全者禁用。2.体质虚弱、高热、恶心、呕吐、甲状腺亢进者慎用。 3.本品无明显副作用，服用本品时不可再加服双胍类、磺脲类降糖药。,,请仔细阅读药品说明书并按说明书使用或在医师指导下购买和使用,四川源基制药有限公司【企业名称】四川源基制药有限公司【地址】广汉市北外乡新沟村【省份/国家】四川省,
medicine,568,消糖灵片,XiaoTangLingPian,黄芪、天花粉、白芍、丹参、沙苑子、枸杞子、知母、杜仲、五味子、黄连、人参、格列本脲。,益气养阴，清热泻火，益肾缩尿。用于糖尿病。,中成药>>其他,暂定二年。,,,密封,,,口服，一次2片，一日2次，饭前温开水送服或遵医嘱。,1.孕妇、乳母禁服。2.肝、肾功能不全者、Ⅰ型糖尿病人、Ⅱ型糖尿病伴有酮症酸中毒、昏迷、严重烧伤、感染、外伤和重大手术时禁服。3.对磺胺药过敏者禁服。4.白细胞减少的患者禁服。,塑料瓶。每瓶装36片。,,,每片重0.6g。每片含格列本脲1.05mg。,,,,1.本品含格列本脲，应在医生指导下服用。甲状腺功能亢进、高热、恶心和呕吐、体质虚弱、老年人慎用。若服用不当，可能出现低血糖反应，应予注意，如发现低血糖应立即停药请医生处理。2.用药期间应定期测定血糖和肝、肾功能。3.本品与磺胺类、保泰松、羟保泰松、四环素、氯霉素、丙磺舒、水杨酸盐、单胺氧化酶抑制剂等合用，可增加降血糖作用。,,,健民药业集团股份有限公司【企业名称】健民药业集团股份有限公司【地址】湖北省武汉市汉阳区鹦鹉大道484号【邮编】430052【省份/国家】湖北【电话】（027）84523252  8008808128【传真】（027）84523271【主页】http://www.whjm.com,
medicine,657,养阴降糖片,YangYinJiangTangPian,地黃、玄参、枸杞子、玉竹、葛根、知母、黃芪、党参、五味子、牡丹皮、虎杖、川芎。,养阴益气，清热活血。用于气阴不足、内热消渴，症见烦热口渴、多食多饮、疲倦乏力；2 型糖尿病见上述症候者。,中成药>>其他,24 个月,国药准字 Z20113092,,密封，防潮。,,,口服: 一次 4 片，一日 3 次。,,铝塑包装，4 × 12 片板/盒。,,,每片重 0.6 g。,,,,,,,陕西方舟制药有限公司【企业名称】陕西方舟制药有限公司【地址】铜川市宜君县彭村工业小区【邮编】710075【省份/国家】陕西省【电话】029-88329112【传真】029-88329122【主页】www.arkmed.com,
